question,answer,custom_gpt2_answer,oob_gpt2_answer,cresults,oresults
would surveys with less-than-normal response rates be released?,"nass only publishes estimates that meet our high standards of accuracy. the quality of the data is impacted by the quality of response. we use proven statistical methods that account for a certain level of non-response. while there are minimum amounts of data that we need to collect for reporting accuracy, we use statistical analysis to determine if the data we have collected are sufficient.","no. the cdc does not intend to release any additional information about how covid 19 is spread, including whether or where it was first detected in a community and what actions are being taken by states that have succeeded at flattening their curve of infections through social distancing measures (e., stay home if you can), contact tracing efforts for cases as well; when people become infected but do get better after testing positive they will still need medical attention/treatment and treatment until more tests come back negative—which means we may never know who has been exposed before because there's too much virus around us right now so this delay won't necessarily lead results unless all persons tested regularly during an outbreak period occur concurrently across multiple locations throughout new york state!""the following summarizes some key findings from our recent seroepidemiology study conducted on residents aged 18 years old–74 months living alone residing together without known exposure ashua et al. (.pdf) { https.://www2iberianografiskontochrometryuariescovid19poll2019(posted april 23rd 2020).","yes. the survey will include a summary of all responses, including those that are not statistically significant or have no impact on overall health outcomes (e., covid19). this information is based upon data from several sources and may differ by state/territory as well; however it should reflect current public opinion in your area at any time during an outbreak to help inform decisions about how best we can respond effectively against potential exposure risks associated for individuals who do experience symptoms related specifically due their age group(s) when they were exposed but did so without prior contact tracing before being tested positive’",0.8038853406906128,0.8240434527397156
what steps can employers who are reopening take to protect their employees?,"effective may 11, 2020, and unless otherwise permitted or required by this order, all employers shall take reasonable steps, where practicable as work duties permit, to protect their employees by: 
maintaining six feet of separation between employees;
regularly disinfecting frequently used items and surfaces;
encouraging handwashing;
preventing employees who are sick from coming into contact with other persons;
facilitating remote working arrangements; and
minimizing employee travel.
 in addition to complying with the requirements of the current safer at home health order, employers are strongly encouraged to read and implement the alabama department of public health's guidelines for safeguarding all businesses.","the following actions may help prevent or slow transmission of covid-19 in your workplace. for example, if you have a customer service representative (cds) working at an establishment that has been closed due either because they were exposed and/or had close contact with someone known positive but is not showing symptoms consistentwith cdc guidance on social distancing during this public health crisis and when possible do so immediately by taking everyday preventive measures such as washing hands often throughout work hours; wearing cloth face coverings while indoors where physical distance cannot be maintained from others); cleaning high touch surfaces frequently between workers using shared equipment including handrails before each shift unless otherwise indicated(e., after blowing out keyboards). these practices should also include frequent sanitization efforts among all staff members entering any building within 6 feet apart whenever feasibleseffects businesses must follow appropriate mitigation strategies outlined above which includes limiting noncontact areas like breakrooms through use only services provided via telephone calls rather than direct mailings until further noticeuse alcohol wipes remain available insteadof disposable gloves used over reusable itemsface masks will continue being reserved exclusively under supervision based upon local conditionsrecommendations regarding personal protective gear reuseduring business resumptioncdc recommends against self isolation","the cdc has issued guidance for businesses that reopen after a temporary closure. these guidelines will help ensure workers and customers remain safe while they return home from work, including ensuring safety of all staff at any time during this period (e-mailing or phone calls). if you have questions about your business's policies regarding employee health care services in response with an eua request related specifically by covid19/covda please contact us directly through our website here https://wwwhealthcareserviceservicesystemsolutionsforvirginia/.",0.8192472457885742,0.8117156624794006
volunteer at a shelter if you are able to.,"many shelters do not have the amount of staff that they need right now to keep their operations running. if you are not experiencing symptoms of covid-19 and you are not at a high risk for the virus, reach out to your local shelter to see if you can assist in any way. 

people who are 65 and older and those who have weakened immune systems are more at risk for covid-19.
if you have any background medical knowledge or experience, you will be extremely valuable at a shelter.","shelters and other social services may be closed or limited in some areas due the covid-19 pandemic, so try not only staying home but also helping others by volunteering for your local food bank (if possible). ""you can find more information about how many people have volunteered here on this website as well! ","shelters and other organizations that provide services for homeless people should consider providing assistance in the form of food, clothing or medical care during this time period as well (e-mailing your name) when possible so they can help with their needs while staying safe from covid19 infection by helping them stay healthy through social distancing activities suchas walking/walking together on sidewalks; taking turns washing hands frequently after each use before going out into public areas like parks where there is no need not be frequent hand hygiene practices); working remotely via phone calls between individuals who have been exposed but do remain isolated due to illness related symptoms including feverishness associatedwith exposure(s), cough & short term memory loss",0.8380738496780396,0.8179894685745239
apply for remote or work-from home positions.,"remote work has increased dramatically in recent years, and many people already worked from home when the outbreak started. companies that already have a work-from-home structure are weathering the ordeal much better than brick-and-mortar businesses that are expensive to run. search online for remote work in your field for a more stable option. there is some remote work in almost all sectors. 

some traditional fields where remote work is popular are data entry, writing and editing, accounting, video editing, sales, and help desk. these fields will probably use even more remote workers during the outbreak.
with widespread quarantines in place, some new industries are increasing their use of remote workers. schools are using remote teachers and tutors, banks and financial firms are offering virtual consultations, and hospitals are offering virtual doctors' appointments. try checking your specific field to see if companies are transferring to remote positions.
finding remote work is the same as searching for other work. go to a job site like indeed and set the filter to “remote” to see what’s available.
there are also some specialized websites, like remote.co, that only advertise remote jobs.","if you have a job that requires in person interaction with others, consider applying to one of these jobs online instead (or else). this is because it's easier and more efficient than going into the office at all times! ""if your employer offers an alternative way out from working remotely during covid 19 pandemiclore how they're doing so here are some tips on what can be done safely while teleworking yourself as well; https//www1forcedownstateworkplace@njjobshome/.","if you are a temporary worker, your employer may require that the employee complete an application to become eligible under this program and submit it electronically at https://wwwjobsforremoteworkplaces/apply_to%20employee/. if not already registered with any of these organizations (such as nih), then please contact them directly by phone using their online form on hr@njgovicarenaucsternalworkerhelpdeskhsystemwideserviceservicesandemploymentresources(at)usda’eo&irspcrvhcovidelinenumber=0x001900032009973. 

you can also file applications through our website here",0.8172950148582458,0.7882898449897766
5g helps sars-cov-2 spread,"as the world becomes more connected, some regions are rolling out 5g mobile technology. a raft of conspiracy theories appear wherever this technology sets foot. one of the most recent theories to emerge is that 5g is responsible for the swift spread of sars-cov-2 across the globe. some people claim that 5g helps viruses communicate, often citing a paper from 2011. in this study, the authors conclude that bacteria can communicate via electromagnetic signals. however, experts dispute this theory, and sars-cov-2 is a virus, not a bacterium. wuhan was one of the first cities to trial 5g in china, which helps explain the origin of some of these theories. however, beijing, shanghai, and guangzhou also rolled out 5g at a similar time. it is also worth noting that covid-19 has significantly impacted countries with very little 5g coverage, such as iran. learn about the health implications of 5g in depth here.","the virus that causes covid‑19 is thought to be mainly transmitted from person‐toperson. however, it can also cause illness in people who are not well or have no symptoms (e., those with mild signs of infection). this means they may still become infected and transmit coronavirus if one touches a surface contaminated by another human being; these droplets could land on objects such as tablespoons/handles when an individual coughs into their elbows and mouth(suchas doorknobs) while eating food at home saunas must always clean hands before using them for disinfection after use but should never touch any surfaces where microorganisms persist—for example drinking fountains during cold weather hours priori would recommend washing your palms thoroughly afterward so you don’t accidentally contaminate my eyesight","the virus that causes covid 19 is a respiratory secretion, which means it can be transmitted through droplets from one person to another. when you cough or sneeze in public and then breathe into your nose with an inhaler (or other hand), there's no way for someone else inside of yourself — even if they're coughing themselves up! this makes breathing difficult because people who are sick may not have symptoms at all; however – as soon after touching their face on surfaces like tables/chairs etc., some germs start spreading so quickly around them without warning others about what has happened before anyone touches theirs again until everyone gets well enough away safely back home by 2 days later - but these viruses don't cause any illness unless we take precautions against getting infected ourselves too often while wearing masks during our daily lives",0.7997134327888489,0.7998250126838684
how have processes changed inside ers due to covid-19?,ers is fully prepared to deliver its regular mission-related activities and to support departmental needs for analysis in a virtual environment. nearly 100% of staff are telework ready and ers is operating in a 100% cloud computing environment.,"the department of health has implemented a number changes for all outpatient and inpatient services. these include, but are not limited by any specific patient or provider type; appointment cancellations/cancellation dates (for example those who were scheduled in advance), rescheduling appointments with no more than 30 days prior until capacity is restored); reductions on select procedures that would otherwise be postponed through september 1st 2020 at least 6 months after utilization rates decreased during this time period[1","the cdc has issued guidance for coronavirus disease 2019 (covv) prevention and control. the new guidelines are intended as a guide, not an official policy or recommendation of any agency that is responsible in this area; however they do include recommendations on what steps should be taken by health care providers when performing routine surveillance activities outside their facility during outbreaks suchas monitoring staff’s physical distancing from others while working with patients who may need medical attention at home if symptoms persist beyond 14 days after exposure(1). these actions will help prevent transmission through contact tracing via telehealth services provided under sars/hcp2 protocols which require no additional personnel wear face coverings unless otherwise authorized pursuant executive order 202a et al., signed into law last week.(3)(4), including those related specifically relating directly between individuals infected within 1 day prior infection but without further direct interaction among persons exposed before onset.)",0.812545120716095,0.8093687891960144
when is it safe not to wear a face covering?,when you’re at home with no guests; when you’re outside and can maintain six feet of physical distance from others outside your household; when you’re riding alone or with your household members in a car.,"the cdc recommends that people who are sick with covid-19, or have been exposed but do otherwise healthy and don’t need medical care for symptoms of illness (e.g., cough) avoid public places where social distancing can be difficult – such as grocery stores; pharmacies/pharmacies if possible); indoor dining areas open only by appointmentonly - including restaurants in some cases serving food at no more than 25 percent capacity indoors and outdoor seating spaces outside malls which remain closed except on specific circumstances like exercisingusal inside businesses whose customers may refuse entry into their premises during this time period[1). these recommendations apply regardless whether you live within 6 feet from others while wearing your masksewhere there has never before worn one"" ","the cdc has issued guidance for wearing an electronic mask in public places. this includes, but are limited only by your state or local health department's guidelines and regulations regarding personal protective equipment (ppe). these include requirements that you must have at least one hand on each side of any person who enters into contact with others while inside their home; additionally there should be no physical distancing between people within 6 feet from other persons unless they share common space such as shared bathrooms/dining areas); if possible use masks where feasible so long-term care facilities do provide appropriate ventilation systems during close quarters situations like gatherings without food service workers present(s) and those providing medical services outside hospitals due time limits imposed upon them under sdhc policy #1a2b below",0.817269504070282,0.8274223208427429
how is the food and nutrition service helping food banks during this public health emergency?,"food banks are private, non-profit entities who work in their local communities to gather donations and distribute foods to those in need who may not be accessing other assistance programs. fns partners with food banks and other state distributing agencies by providing usda foods through the emergency food assistance program (tefap) and commodity supplemental food program (csfp). usda has provided states broad discretion to set eligibility limits for tefap and ensured that states can take limited eligibility information such as name, address, and self-reported income via telephone, text or other electronic means, or by receiving a 1-page affidavit in a dropbox. the families first coronavirus response act, signed into law by president trump on march 18, 2020 provided usda an additional $400 million for tefap, up to $100 million of which can be used to help agencies cover costs associated with distributing a higher volume of food due to covid-19. the coronavirus aid, relief, and economic security (cares) act, signed into law by president trump on march 27, 2020 provided an additional $450 million for tefap. when a localized need is identified, such as disrupted food supply, food banks should check with their state agency regarding a disaster household distribution program.","feeding america, a network of over 1.5 million nonprofit organizations across new jersey that provide meals to low-income individuals in need through their local community based programs (such as snap), has been working with state agencies on distributing perishable foods such juices or vegetables since march 2020 when covid19 began spreading throughout our country; however we are still experiencing challenges delivering these products due delays at retail stores resulting from limited availability for certain types including canned goods sold under grocery store banner names like auntie anne's cookies - which have increased by more than 50% comparedwith precrisis levels – because many wholesalers were unable access supplies necessary but not available within hours after they ordered them out curbside pickup services where possible while social distancing was implemented between customers' homes/office space closures caused significant disruptions impacting distribution operations.​""food assistance program providers who serve vulnerable populations can apply online here https//www2meal4huntersnetwork@njfarmerservicesonline/.  ","in addition to providing assistance for people who are sick with covid-19, we have also provided support through our community outreach program. these programs include a variety of resources that help individuals get tested by their healthcare provider or other providers; provide information about testing options available at local pharmacies (including free online tests); offer referrals from state agencies such as cdc/njhhs & nihs departmental offices where they can find out more on what services may be offered via eua's website wwwwwwhealthcareserviceservices/. we encourage you all take advantage if your loved one has been diagnosed before us!",0.8117254972457886,0.8081093430519104
are parks open? are campgrounds open?,"state parks
state parks and forests are open.
on days of high visitation, some parks may close early. as visitors leave, parks may reopen. before visiting, check the new jersey state park services' facebook page for closing and reopening announcements.
swimming is currently being phased in at state parks, forests, and recreation areas. for the latest updates on openings, refer to the department of environmental protections' swim schedule.
to save lives and stop the spread of covid-19, wear a mask, wash your hands, practice social distancing, and stay home if you are sick. face coverings are required in indoor public spaces like park restrooms, gatehouses, and buildings, as well as in outdoor public spaces when social distancing is difficult to maintain.
all gatherings in parks must comply with the rules placed on outdoor gatherings, which limits capacity to no more than 500 people and requires social distancing.
other requirements for outdoor gatherings include:

require attendees to be six feet apart at all times, excluding immediate family members, caretakers, household members, or romantic partners;
prohibit contact between attendees;
if the event is an organized gathering, the organizer should demarcate six feet of spacing in the area of the gathering to demonstrate appropriate spacing for social distancing;
prohibit sharing of any physical items provided and require sanitization before and after each use; and
require contactless pay options wherever feasible.

state police and local police will regularly patrol parks to ensure that proper social distancing protocol is followed.
for more on mandatory requirements for outdoor gatherings, refer to section 2 of executive order no. 152.
note: there are exceptions for first amendment-protected outdoor activities, such as political protests of any persuasion or outdoor religious services, where outdoor gatherings of more than 500 people are allowed.
county and municipal parks
local jurisdictions can decide whether or not to open county and municipal parks, depending upon local circumstances, and may impose additional restrictions on gatherings.
contact your local municipality or county or visit the appropriate website for more information.
national parks
the national park service is increasing access and services in a phased approach across all units of the national park system. before visiting a park, please check the park website to determine its operating status.
campgrounds
private residential campgrounds may open. social distancing protocols must be put in place, and individuals are strongly encouraged to wear face cloth coverings.
note: residential campgrounds, including mobile home parks, may be restricted in accepting new transient guests or seasonal tenants by local governments.
select overnight facilities at campgrounds in state parks and forests have reopened.
at this time, many of the state's tent and trailer family campsites are available to reserve through sept 7, 2020. visitors are encouraged to make reservations, cancellations and payments via electronic or telephone reservation systems to limit physical interactions by visiting www.njportal.com/dep/njoutdoors
due to social distancing requirements, camping will be limited to tent-style camping while all other forms of overnight use including cabins, shelters, group cabins, wilderness campsites, primitive campsites, and group campsites will remain closed.
in addition, all campsites remain closed for the season at the kittatinny valley state park, round valley recreation area, stephens state park, voorhees state park, washington crossing state park, and wawayanda state park.
for more details about reservations and openings, please contact the park directly.
source: executive order 133; governor's remarks 5/14/20; governor's remarks 5/22/20; executive order no. 149; executive order no. 152; executive order no. 156; executive order no. 161","yes. campsites and daycares may reopen for the following individuals, including children under age 2 years old or those who have special needs (e., adults with disabilities) at a park that is not subject to any county health officer order 699-701(a). learn more about cdc's guidance on summer activities during covid19 visit https here/.""for additional information regarding public beaches in your area please refer below; however you should check local government websites regularly throughout this page if visiting them!","yes. park closures and other restrictions on outdoor activities, including camping or hiking in designated areas of the county may be enforced by local law enforcement agencies (eo) to protect public health; however these actions do not constitute a violation under state laws relating specifically with covid-19 prevention efforts for children aged 6 years old through 14 yrs., except as authorized pursuant executive order no later than 60 days after notification from an oc that such action is necessary due to prevent transmission among persons who have been exposed during this outbreak related solely because they were at risk against exposure while outdoors when it was determined appropriate based upon information available about their exposures prior ’s current status within eoea jurisdiction).",0.8051700592041016,0.7960261106491089
are summer camps open? what are the social distancing requirements and restrictions?,"as of july 6, youth day camps, including municipal summer programs, may operate so long as they comply with required social distancing and other mitigation policies.
residential and overnight camps are prohibited from operating.
to help protect the health and safety of our children, camp workers, and communities against the spread of covid-19, the department of health has released the following guidelines for youth summer camps which include:

campers and staff must be screened for fever or signs of covid-19 illness prior to being permitted to enter the facility or participating in camp programming. persons that have a fever or other signs of illness should not be admitted to the camp.
campers and staff members should be educated on steps to prevent the spread of covid-19.
groups should include the same children each day with the same staff person, if possible. mixing between groups should be restricted. camps should avoid communal dining and stagger mealtimes to ensure social distancing of groups. surfaces should be cleaned and sanitized between each meal service.
staff are encouraged to wear cloth masks while working unless (1) doing so would inhibit the individual's health, (2) the individual is in extreme heat outdoors, or (3) the individual is in water.
cloth face coverings for staff and campers should be worn when social distancing of 6 feet between assigned groups cannot be maintained. cloth face coverings should not be put on children under age two because of the danger of suffocation.
all youth camps are prohibited from off-site activities, engaging in full-contact sports and providing resident or overnight camp activities.
handwash and hand sanitizers stations should be provided in numerous areas around the camp.
common surfaces and rooms should be cleaned at least daily including restrooms and countertops.
gloves should be worn when handling or serving food to campers.
social distancing is encouraged during bussing/transportation to and from camp. vehicles should be cleaned and disinfected between each use. face coverings should be worn when social distancing can't be maintained.

for a full list of required safety policies, refer to department of health's executive directive 20-021.
to open, youth camps must submit application form at least 14 days prior to the start date of camp activities and attestation form at least 24 hours prior to opening. for these forms and detailed guidance on youth summer camp standards, refer to the department of health's youth camps page.
swimming pools
summer camps may use their pools when they reopen, so long as they comply with required safety protocols.
pools must follow the appropriate requirements from executive order no. 153, executive order no. 157, and the department of health's executive directive 20-022 and covid-19 pools and aquatic recreation facility standards, including developing and implementing a covid-19 pool operation prevention plan that must be submitted to and approved by the local health authority.
safety grants for youth camps
up to $20 million in grants is available to help child care centers and youth camps meet health and safety guidelines in response to covid-19.
youth camps can receive up to $2,000 to purchase additional cleaning products, personal protective equipment, and other products and services. the providers must be registered with the nj workforce registry and must apply through the new jersey child care information system (njccis).
source: executive order no. 149; https://nj.gov/health/legal/covid19/6-30-20_executivedirectiveno20-021_childcare_summercamps.pdf; executive order no 153; executive order no. 157, doh executive directive 20-022 and covid-19 pools and aquatic recreation facility standards,","yes, all campgrounds will be allowed to operate. however the county health officer ordered that everyone entering a facility must wear face coverings while inside their establishment or venue; they should maintain six feet of distance from others when in indoor public spaces (such as restrooms) where physical separation is not possible between individuals who do so may occur/above those violating this order by staying at least 6-feet apart during mealtimes for food preparation purposes only if it can't guarantee safe spacing within these facilities with appropriate signage on floorspaces suchas tables separating rows demarcated via plexiglass barriers rather than walls providing hand sanitizer stations throughout each day","yes, campers must wear a face covering when in public. however you may be able to do so at home or by visiting your local park (or county) for more information about how camping can help protect yourself from covid-19 infection during this time of year! camping is not limited only on weekends; it's also available throughout school days as well – including through outdoor activities such kayaking trips with friends/family members who have been exposed while out hiking together over spring break weekend evenings & early fall holidays",0.8077205419540405,0.7970721125602722
can i use public transport if i’m seeing friends in a park or going to my parents’ garden?,"you can help control coronavirus and travel safely by walking and cycling, if you can. however where this is not possible, you can use public transport or drive. if you do use public transport, you must wear a face covering and you should follow the safer travel guidance for passengers.","you should only leave your home for essential reasons, such as getting medical care. if possible and self-isolate yourself at all times while outside of the house (for example by driving) then it is important that people follow these measures when out on their way back into society – even though this may be difficult due partly because many social distancing rules are still being followed around us! ""you could also go shopping once more but keep 2 metres apart from other shoppers so they don't have any contact with others who do not live within 6 feet away; however please continue following physical distance guidelines wherever feasible between customers/staff wearing face coverings whenever travelling where practicalseas must stay six months after leaving work until further notice - including during peak hours like lunch breaks). see below how long each rule applies here https//www1riverlessonscanontarioonline@njandvdhavs&glyternal link","yes, you may be able. the cdc has issued guidance for people who are experiencing homelessness and other conditions related with covid-19 that includes information on how best they should protect themselves from being exposed by others while outdoors (e., face coverings), including wearing cloth masks when outside of their home; using hand sanitizer at least 60% alcohol/waterproofing before entering an area where there is widespread transmission between individuals without symptoms such as coughing up blood during close contact); avoiding touching surfaces which have been touched frequently but not visibly contaminated – even those used only once daily unless otherwise instructed about it",0.8239411115646362,0.8277064561843872
what can i do to protect myself and others from covid-19?,"the following actions help prevent the spread of covid-19, as well as other coronaviruses and influenza:
avoid close contact with people who are sick.
avoid touching your eyes, nose, and mouth.
stay home when you are sick.
cover your cough or sneeze with a tissue, then throw the tissue in the trash.
clean and disinfect frequently touched objects and surfaces every day. high touch surfaces include counters, tabletops, doorknobs, bathroom fixtures, toilets, phones, keyboards, tablets, and bedside tables. a list of products suitable for use against covid-19 is available here. this list has been pre-approved by the us environmental protection agency (epa) for use during the covid-19 outbreak.
wash your hands often with soap and water.","the cdc recommends that people who are sick with symptoms of coronavirus disease 2019 (covid‐10) stay home for 14 days after their last exposure. if you have been in close contact, such as being within 6 feet or more while outside your household during this time period; even when it is possible notto be around other members but distant family roommates – wear a mask at all times throughout any public space where social distancing cannot remain - wash hands oftenwith soap & water before eating food/drinkable fluidsavoiding touching eyesickness on high touch surfaces like tablesrails","the cdc has issued guidance for protecting yourself, your loved ones or anyone else who is sick with coronavirus disease 2019 (covv) infection. these guidelines are intended as a guide only of those individuals in need at this time; however you should be aware that some people may have been exposed through contact tracing by their healthcare provider during transmission between persons infected together without prior exposure before they became ill due either directly related but not yet known). if someone develops symptoms after being tested positive against sars2 virus on an individual basis then it's important everyone stay home until further notice so there will always remain no risk associated health care workers testing negative when possible because we all know how contagious viruses become!",0.8202084898948669,0.8123131394386292
write to a pen pal in your family or community.,"some people don't feel comfortable chatting on the phone or computer, so send a letter. avoid writing about the news or things that are making you anxious. instead, focus on the positives and ask about how the other person is doing. try to keep your letter lighthearted. 
this is a great activity for kids since it helps them practice writing and makes them feel special when they get mail addressed to them.","if you have any questions about the coronavirus, call 211 for assistance and let them know that there are resources available at https.://www2-njhealthsheltershow/coronavirus/.""you can also text home with information on how covid19 is spread by phone (if needed)ashares@parencychecker","if you have children, it's important that they know what the best way for them and their families is going forward so we can all get along as well!     read more about how this works here.",0.8052085638046265,0.8363109827041626
"does the 60-person limit on outdoor gatherings mean that more than 60 people can attend the gathering over
        the course of the event, so long as no more than 60 people are present at any time?","no. the entire gathering is limited to 60 people total. this means that if 60 people are at a ceremony, nobody else
    is allowed to join the gathering even if somebody leaves. the designated host must keep a list of all attendees at
    the gathering, and no more than 60 people may be on that list.","yes. indoor events must be limited to 50 individuals or 25% capacity indoors and outdoors when social distancing is difficult for everyone involved; however if you have a medical condition (e., not obesity) where it makes sense in orderto gather safely then this limits your ability under current guidelines from cdc/osha guidance regarding mass assemblies including religious services.)  ""if an individual has been exposed by someone who tested positive but did test negative within 72 hours before they attended their wedding ceremony with 100 other guests seated six feet apart during each meal - attendees should wear face coverings while inside – all participants shall also follow these rules regardless whether wearing masks would inhibit them entry into public spaces such hotels! there will still need approval prior registration procedures related directly onto electronic devices used throughout ceremonies involving receptions between groups outside parties may occur through video conferencing systems provided via secure means like zoom meetings using private networks rather advanced email security solutions which provide access only after proper password protection measures were implemented). see belowfor additional information about how we plan our celebrations heresewherewe","yes. in addition to limiting indoor activities and other areas where there is a shortage or lack capacity for all participants (e., if you have an office space), this restriction applies also when it comes into effect from 1 pm until 6 am local timespacing restrictions apply during peak hours suchas lunchtime through sunday morning; after noon by 2 pm daily except holidays/peak periods with limited availability due dates).",0.8166900873184204,0.8116976022720337
should i also stay 6 feet (1.8 m) away from others while wearing a mask?,"yes, you should. masks are only so effective at preventing the spread of covid-19, and staying away from others is still the best way to avoid spreading the virus. even if you’re wearing a mask, you should still keep as far away from others as you can. wash your hands often and avoid touching your face while out and about.","yes, you can wear cloth face coverings in public places where social distancing is difficult to maintain or when other physical barriers are not being used by people who do the same thing as your child under 2 years old and/or for exercising outside of an area that has been demarcated with yellow fever-reducing measures suchas well if it does occur within six months after exposure without assistance ventilating any space between yourself at all times; however please continue practicing good respiratory hygiene practices including frequent hand washing before touching surfaces on high touch areas like tablesrails using soapy water instead); avoid sharing personal items which may contain virus particlesexternal iconashield - cdc recommends individuals cover their nose & mouth whenever they cough into one another’s arm rather than directly behind them – especially around coughing etiquetterecommendations include staying home unless necessary during travel because someone might have covid19 symptoms but would otherwise be contagious(e., sneezing). this includes going out only once every 7 days even though there isn't much more infectious material available so long agoand keeping up regular handwashing throughout these periods will help prevent transmission! ""if possible use masks alone won't protect everyone","yes, you can wear face coverings if your employer requires it and the person is at least 18 years of age or older to do so in public places such as parks; playgrounds/covid-19 areas where children are allowed but not required by law for playtime activities that require physical distancing between people who have been exposed during their exposure period(e., covids). however this does mean there may be some risk associated with using masks when interacting socially outside these spaces due either direct contact through an aerosolized object like cloth napkins on surfaces other than those covered under personal protective equipment requirements related specifically hereto because they might contain viruses which could spread via respiratory droplets produced upon touching them without gloves being touched), inhalation into airways within indoor environments including outdoor workplaces requiring close proximity testing before use unless otherwise noted above all else – even though no evidence exists yet regarding transmission among persons aged ≥18 months old.(updated 8 march 2020):",0.8237606883049011,0.8187565803527832
honor your loved one with a small gathering.,"unfortunately, it may not be possible to hold a large funeral for your loved one while still maintaining a social distance. you can hold a small gathering of fewer than 10 people to remember your loved one and their life. 
talk to your funeral director about hosting a virtual event so you can invite more people to honor your loved one.","if you have any concerns about the virus, call ahead to discuss them and ask how they’re feeling so that everyone can take care of themselves during this time together! ""for instance – say hello or hug someone who is sick at home while we are sheltering in place (or else). for example - “i know it's hard not being able on our walks around town because i don't want people touching each other anymore”ecd�“you might be sad but there aren some things going right now where hugging isn't allowed unless absolutely necessary by law—just do what feels good today instead as best possible through kindness from others​.","if you're feeling overwhelmed, or worried about the coronavirus outbreak in general and want to help others feel better by sharing some of their favorite memories from last year's covid-19 pandemic (or any other time), consider making an event like this at home! it can be fun for everyone involved so make sure they have plenty on hand as well – especially those who are sicker than usual but still healthy enough not get infected again after being around someone else that has been exposed during these past few weeks alone; people may also enjoy having friends come over too when there is no need).",0.8214492797851562,0.8235005140304565
should i go to the doctor or dentist for nonurgent appointments?,"many medical and dental practices now have sufficient personal protective equipment and have instituted comprehensive safety measures to help protect you, the doctor and office staff, and other patients. if you feel anxious about visiting in person, call the practice.many doctor's offices are increasingly providing telehealth services. this may mean appointments by phone call, or virtual visits using a video chat service. ask to schedule a telehealth appointment with your doctor for a new or ongoing nonurgent matter. if, after speaking to you, your doctor would like to see you in person, he or she will let you know.what if your appointments are not urgent but also don't fall into the low-risk category? for example, if you have been advised to have periodic scans after cancer remission, if your doctor sees you regularly to monitor for a condition for which you're at increased risk, or if your treatment varies based on your most recent test results? in these and similar cases, call your doctor for advice.","yes. you can get tested at your local health department, and if so do not delay getting a test unless it is medically necessary (e., by calling 911).  see how long this testing will take before going in-person with any of these services that are provided through telehealth visits under emergency medical assistance programs during covid -19 public safety order 2020(sfpi)""","if you are experiencing a medical emergency, your provider may recommend that patients with covid-19 be admitted into an intensive care unit (icu) at home. this is where they will receive their first dose of antibiotics and other medications needed by them during treatment in order not spread infection from others who have been exposed as well; however it does require additional testing before admission so there's no need on arrival when someone has symptoms such pneumonia/sarsis disease coronavirus type 2 diabetes mellitus due to exposure while being treated within icuc settings like hospitals).  these tests can take up days after initial diagnosis but typically last between 6 hours – 14 minutes depending upon how long each patient was hospitalized prior through cdc guidelines regarding hospitalization time limits based off clinical presentation data collected via telehealth services provided over phone calls using personal protective equipment rather than face coverings which would normally limit transmission among close contacts without direct contact tracing etc., then visit us online here.",0.8277305960655212,0.8159606456756592
call lenders and service providers to keep them apprised of your situation.,"lenders and service providers understand the financial effects of the pandemic generally, but they have no way of knowing how the crisis has impacted you personally unless you tell them. while some lenders and service providers are extending blanket relief to all of their customers, others only help if you contact them and ask for it. 

this can apply to your creditors, as well as your utility providers and landlord or mortgage holder. 

when you call, be prepared to explain your situation, how much you can afford to pay, and when you anticipate that you might be able to resume regular payments. if you don't know, that's okay —everyone is dealing with a great deal of uncertainty. just try to make your best assessment of your situation.
if you're calling about a mortgage or rent payments, you should also be prepared to discuss your income, assets, and other expenses.","if you're experiencing financial hardship due in part or a large number, contact the federal government's coronavirus aid relief fund for assistance programs that are available through direct deposit (cares) with questions about how much money is being distributed based on income levels during this time period; however it may be helpful when discussing specific eligibility criteria such as whether an individual has been laid off because they have lost their job relatedly so far from work since march 2020—or who can't file taxes yet under current law without losing his/her status while unemployed but still receiving unemployment benefits?""if possible reach out directly by phone at 800-354‑0365 (1), 888‐408–5386ashnyc toll free 0800 516211","if you have a credit card, check with the lender or provider for information about how they can help protect yourself from covid-19 by providing assistance in getting tested (e., facepiece) before going out on dates that are not scheduled at this time; when possible use their online testing tool as soon after arriving home so customers know what's happening right away!  if there is no test available yet – contact an emergency line number instead using our hotline here.",0.8107936382293701,0.829338550567627
